"Amazon 出品サービス、フルフィルメント by Amazon (FBA)"
"指定のない場合、単位は円"
"定義："
"売上税徴収額：商品売上、配送料、ギフト包装料として購入者から徴収した売上税"
"販売手数料：カテゴリー成約料と販売手数料が含まれます。"
"トランザクションに関するその他の手数料：FBA 配送料のチャージバックまたは、出品者出荷の配送料にかかる手数料"
"その他：注文以外に関する取引金額。詳しくは、各注文番号のトランザクションの種類と、説明の各項目をご覧ください。"
"日付/時間","決済番号","トランザクションの種類","注文番号","SKU","説明","数量","Amazon 出品サービス","フルフィルメント","市町村","都道府県","郵便番号","税金徴収型","商品売上","商品の売上税","配送料","配送料の税金","ギフト包装手数料","ギフト包装クレジットの税金","Amazonポイントの費用","プロモーション割引額","プロモーション割引の税金","源泉徴収税を伴うマーケットプレイス","手数料","FBA 手数料","トランザクションに関するその他の手数料","その他","合計"
"2025/11/09 2:46:09 JST","12178273673","注文","249-5718320-8430205","KND-OvenMitts","耐熱ミトン 耐熱オーブンミトンセット - シリコン製 | 耐熱グローブ、防水、滑り止め | グリル、バーベキュー�","1","amazon.jp","Amazon","","大阪府","542-007","","1,355","135","0","0","0","0","-15","0","0","0","-221","-485","0","0","769"
"2025/11/09 3:49:45 JST","12178273673","注文","503-9470049-6816655","HN-CANU-NNSK","ポップガード 【二重張りメッシュ】ポップフィルター 直径15cm ノイズ防止 録音品質向上 ポップスクリーン ポ�","1","amazon.jp","Amazon","","神奈川県","238-002","","617","62","0","0","0","0","-7","0","0","0","-34","-419","0","0","219"
"2025/11/09 3:50:07 JST","12178273673","注文","250-0887759-5934244","Sport-Ball-BK/1","バランスボール 65cm - ヨガボール 破裂防止 妊娠中 エクササイズボール オフィス エクササイズボール トレーニ�","1","amazon.jp","Amazon","","奈良県","633-006","","1,389","139","0","0","0","0","-15","0","0","0","-151","-485","0","0","877"
"2025/11/09 3:52:36 JST","12178273673","注文","250-2994513-1978257","KnBraces-2BK-L","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon","","東京都","121-082","","635","64","0","0","0","0","-14","0","0","0","-34","-252","0","0","399"
"2025/11/09 6:04:17 JST","12178273673","注文","249-6125310-0153449","HN-CANU-NNSK","ポップガード 【二重張りメッシュ】ポップフィルター 直径15cm ノイズ防止 録音品質向上 ポップスクリーン ポ�","1","amazon.jp","Amazon","","静岡県","412-004","","617","62","0","0","0","0","-7","0","0","0","-34","-419","0","0","219"
"2025/11/09 6:45:52 JST","12178273673","注文","503-5568664-2383010","Car-Vacuum-BK/2","ハンディクリーナー車用掃除機 - ポータブルハンドヘルド掃除機（4.8m コード、HEPAフィルター、バッグ、アタッ","1","amazon.jp","Amazon","","神奈川県","231-085","","2,206","221","0","0","0","0","-24","0","0","0","-240","-514","0","0","1,649"
"2025/11/09 8:10:32 JST","12178273673","注文","249-4544801-4970238","Bike-PhoMount","バイク スマホホルダー 自転車 スマホホルダー バイク 携帯ホルダー脱着簡単 対応オートバイ 自転車用携帯電�","1","amazon.jp","Amazon","","愛知県","464-003","","363","36","0","0","0","0","-4","0","0","0","-30","-368","0","0","-3"
"2025/11/09 8:24:53 JST","12178273673","注文","503-9308646-2462200","HN-CANU-NNSK","ポップガード 【二重張りメッシュ】ポップフィルター 直径15cm ノイズ防止 録音品質向上 ポップスクリーン ポ�","1","amazon.jp","Amazon","","東京都","135-005","","617","62","0","0","0","0","-7","0","0","0","-34","-419","0","0","219"
"2025/11/09 8:31:32 JST","12178273673","注文","249-3829289-6291862","HN-CANU-NNSK","ポップガード 【二重張りメッシュ】ポップフィルター 直径15cm ノイズ防止 録音品質向上 ポップスクリーン ポ�","1","amazon.jp","Amazon","","東京都","190-001","","617","62","0","0","0","0","-7","0","0","0","-34","-419","0","0","219"
"2025/11/09 8:52:14 JST","12178273673","注文","503-4209980-7697411","MUS-IsoShieldx2","防音 吸音材 シールド マイク分離シールド 折り畳み ボーカル録音放送用 (26cm×11cm×2枚) リフレクションフィル�","1","amazon.jp","Amazon","","山口県","754-051","","3,051","305","0","0","0","0","-34","0","0","0","-332","-514","0","0","2,476"
"2025/11/09 10:44:33 JST","12178273673","注文","249-7004710-2344607","KnBraces-GY-XXL","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon","","福岡県","812-088","","454","45","0","0","0","0","-10","0","0","0","0","-252","0","0","237"
"2025/11/09 10:55:04 JST","12178273673","注文","249-9446215-3976651","HikingPoles-BK","登山 トレッキング ポール - 伸縮機能付きのハイキングポール、バックパッキング用ギア - 7075アルミニウム製、","1","amazon.jp","Amazon","","兵庫県","651-222","","2,125","213","0","0","0","0","-23","0","0","0","0","-624","0","0","1,691"
"2025/11/09 11:54:43 JST","12178273673","注文","503-2942328-2925417","Home-Fmat39BK","キッチンマット、多目的スタンディングマット 50x100cm 台所マット 19mm 分厚い - オフィス・車庫での快適さ - 滑�","2","amazon.jp","Amazon","","栃木県","324-004","","5,431","543","0","0","0","0","-60","0","0","0","0","-2,200","0","0","3,714"
"2025/11/09 11:59:36 JST","12178273673","調整","503-6534275-6919843","Mic-ShockMounts1","FBA在庫の返金 - 購入者による返品:","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1,253","1,253"
"2025/11/09 15:05:29 JST","12178273673","注文","503-2403428-2325461","Home-Fmat39BK","キッチンマット、多目的スタンディングマット 50x100cm 台所マット 19mm 分厚い - オフィス・車庫での快適さ - 滑�","1","amazon.jp","Amazon","","栃木県","324-004","","2,716","272","0","0","0","0","-30","0","0","0","0","-1,100","0","0","1,858"
"2025/11/09 15:05:29 JST","12178273673","注文","503-2403428-2325461","Home-Fmat39BK","キッチンマット、多目的スタンディングマット 50x100cm 台所マット 19mm 分厚い - オフィス・車庫での快適さ - 滑�","1","amazon.jp","Amazon","","栃木県","324-004","","2,715","271","0","0","0","0","-30","0","0","0","0","-1,100","0","0","1,856"
"2025/11/09 18:08:14 JST","12178273673","注文","249-2045340-0527005","KND-Bottles-6pcs","ガラス製ウォーターボトル 水筒 532ml ガラス 水筒 のクリアウォーターボトル 6本セット、ステンレス製密閉キャ","1","amazon.jp","Amazon","","愛知県","480-014","","1,999","200","0","0","0","0","-22","0","0","0","0","-514","0","0","1,663"
"2025/11/09 20:42:34 JST","12178273673","注文","249-1918022-9513444","Bike-Seat-Indoor","自転車 サドルカバー 防水 ソフトクッションサドル フレキシブル ブラック 単品ー 屋内および屋外の自転車、�","1","amazon.jp","Amazon",",","東京都","101-002","","545","54","35","4","0","0","-6","-35","-4","0","0","-448","0","0","145"
"2025/11/09 21:15:51 JST","12178273673","注文","250-2548965-4733441","FootBraces-BE-M","足首サポーター かかと サポーター 固定かかとサポーター 捻挫 サポーター 足首 関節を保護する 1組 スポーツ �","1","amazon.jp","Amazon","","東京都","183-004","","1,180","118","0","0","0","0","-13","0","0","0","0","-288","0","0","997"
"2025/11/09 22:38:23 JST","12178273673","注文","249-0742819-4139008","KnBraces-GY-XXL","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","2","amazon.jp","Amazon","","栃木県","324-050","","907","91","0","0","0","0","-20","0","0","0","0","-504","0","0","474"
"2025/11/09 23:10:46 JST","12178273673","注文","503-9866364-2871035","HN-CANU-NNSK","ポップガード 【二重張りメッシュ】ポップフィルター 直径15cm ノイズ防止 録音品質向上 ポップスクリーン ポ�","1","amazon.jp","Amazon","","東京都","141-003","","617","62","0","0","0","0","-7","0","0","0","0","-419","0","0","253"
"2025/11/10 2:05:39 JST","12178273673","注文","249-0219634-4488640","Dog-TrainSet","犬 トレーニング セット、多機能 犬 トレーニング キット、犬笛リストストラップ、犬 しつけ”、初心者 犬 ト�","1","amazon.jp","Amazon","","東京都","194-001","","817","82","0","0","0","0","-27","0","0","0","0","-399","0","0","473"
"2025/11/10 3:24:09 JST","12178273673","注文","503-2819971-5387003","KnBraces-2BK-M","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon","","東京都","124-002","","635","64","0","0","0","0","-7","0","0","0","0","-252","0","0","440"
"2025/11/10 4:27:28 JST","12178273673","注文","250-9833411-1540605","HN-CANU-NNSK","ポップガード 【二重張りメッシュ】ポップフィルター 直径15cm ノイズ防止 録音品質向上 ポップスクリーン ポ�","1","amazon.jp","Amazon","","兵庫県","671-123","","617","62","209","21","0","0","-7","-209","-21","0","0","-419","0","0","253"
"2025/11/10 9:06:50 JST","12178273673","注文","249-9006523-9098237","Bike-Seat-Indoor","自転車 サドルカバー 防水 ソフトクッションサドル フレキシブル ブラック 単品ー 屋内および屋外の自転車、�","1","amazon.jp","Amazon","","東京都","171-001","","545","54","0","0","0","0","-6","0","0","0","0","-448","0","0","145"
"2025/11/10 9:07:53 JST","12178273673","注文","503-6096336-5304603","Twzrs-Blue1","毛抜き ピンセット先細め 精密 眉毛抜き 先斜 すべり止め ピンセット用 精密 ステンレス 鼻毛 ヒゲ とげぬき 黒","1","amazon.jp","Amazon","","愛知県","452-081","","507","51","91","9","0","0","-28","-91","-9","0","0","-222","0","0","308"
"2025/11/10 10:49:14 JST","12178273673","注文","250-9475419-7663024","Car-Vacuum-BK/2","ハンディクリーナー車用掃除機 - ポータブルハンドヘルド掃除機（4.8m コード、HEPAフィルター、バッグ、アタッ","1","amazon.jp","Amazon","","神奈川県","252-025","","2,206","221","0","0","0","0","-24","0","0","0","0","-514","0","0","1,889"
"2025/11/10 14:44:55 JST","12178273673","注文","249-3665854-6199812","HN-CANU-NNSK","ポップガード 【二重張りメッシュ】ポップフィルター 直径15cm ノイズ防止 録音品質向上 ポップスクリーン ポ�","1","amazon.jp","Amazon","","岩手県","028-711","","617","62","209","21","0","0","-7","-209","-21","0","0","-419","0","0","253"
"2025/11/10 17:36:16 JST","12187123463","注文","249-6809033-5575866","Sport-Ball-Black","バランスボール 65cm - エクササイズボール トレーニング用 フィットネスボール ヨガボール アンチバースト ハ�","1","amazon.jp","Amazon","","和歌山県","644-004","","1,226","123","0","0","0","0","-13","0","0","0","0","-485","0","0","851"
"2025/11/10 19:13:19 JST","12187123463","返金","250-7877100-8998266","Sport-Ball-Black","バランスボール 65cm - エクササイズボール トレーニング用 フィットネスボール ヨガボール アンチバースト ハ�","1","amazon.jp","Amazon","","静岡県","435-005","","-1,226","-123","0","0","0","0","13","0","0","0","0","0","0","0","-1,336"
"2025/11/10 19:25:37 JST","12187123463","注文","503-3820131-7287801","HN-CANU-NNSK","ポップガード 【二重張りメッシュ】ポップフィルター 直径15cm ノイズ防止 録音品質向上 ポップスクリーン ポ�","1","amazon.jp","Amazon","","東京都","134-008","","617","62","0","0","0","0","-7","0","0","0","0","-419","0","0","253"
"2025/11/10 19:51:54 JST","12187123463","注文","250-6214246-7112607","Bike-PhoMount","バイク スマホホルダー 自転車 スマホホルダー バイク 携帯ホルダー脱着簡単 対応オートバイ 自転車用携帯電�","1","amazon.jp","Amazon","","千葉県","275-001","","363","36","0","0","0","0","-4","0","0","0","0","-368","0","0","27"
"2025/11/10 20:12:28 JST","12187123463","注文","503-4877044-7673458","Bike-SeatCover","自転車シートクッション - パッド入りジェル 幅広調節可能カバー 男女兼用 快適 ペロトン、固定式エクササイ�","1","amazon.jp","Amazon","","兵庫県","652-080","","907","91","0","0","0","0","-10","0","0","0","0","-448","0","0","540"
"2025/11/10 20:44:34 JST","12187123463","注文","503-1338358-7619011","Mic-ArmStd-32.5","マイクスタンド マイクアームスタンド – マイクシザーブーム&クランプ - 標準的なショックマウントに対応 - �","1","amazon.jp","Amazon","","東京都","175-008","","1,180","118","464","46","0","0","-13","0","0","0","0","-1,185","0","0","610"
"2025/11/10 21:32:47 JST","12187123463","注文","250-8071748-3267840","Bike-PhoMount","バイク スマホホルダー 自転車 スマホホルダー バイク 携帯ホルダー脱着簡単 対応オートバイ 自転車用携帯電�","1","amazon.jp","Amazon","","兵庫県","661-098","","363","36","0","0","0","0","-4","0","0","0","0","-368","0","0","27"
"2025/11/10 22:37:48 JST","12187123463","注文","503-8294489-2047027","Car-Vacuum-BK/2","ハンディクリーナー車用掃除機 - ポータブルハンドヘルド掃除機（4.8m コード、HEPAフィルター、バッグ、アタッ","1","amazon.jp","Amazon","","茨城県","300-080","","2,206","221","0","0","0","0","-24","0","0","0","0","-514","0","0","1,889"
"2025/11/10 23:37:52 JST","12187123463","注文","503-8218018-3086252","KND-DinnerStg-Gray","食器収納コンテナ 6個セット、キルティッド食器＆グラスウェアセット収納、ダブルジッパー付きのプレートオ�","1","amazon.jp","Amazon","","東京都","175-008","","2,516","252","0","0","0","0","-28","0","0","0","0","-532","0","0","2,208"
"2025/11/11 0:31:26 JST","12187123463","注文","503-0311242-8755048","KnBraces-2BK-S","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon","","茨城県","312-003","","545","54","0","0","0","0","-6","0","0","0","0","-252","0","0","341"
"2025/11/11 0:49:55 JST","12187123463","注文","503-6513144-8893453","FootBraces-PK-L","足首サポーター かかと サポーター 固定かかとサポーター 捻挫 サポーター 足首 関節を保護する 1組 スポーツ �","1","amazon.jp","Amazon","","高知県","781-110","","725","73","0","0","0","0","-8","0","0","0","0","-222","0","0","568"
"2025/11/11 4:13:53 JST","12187123463","注文","250-8084049-0049448","FootBraces-PK-M","足首サポーター かかと サポーター 固定かかとサポーター 捻挫 サポーター 足首 関節を保護する 1組 スポーツ �","1","amazon.jp","Amazon","","青森県","033-002","","589","59","0","0","0","0","-6","0","0","0","0","-222","0","0","420"
"2025/11/11 4:59:25 JST","12187123463","注文","250-9467986-1795053","HN-CANU-NNSK","ポップガード 【二重張りメッシュ】ポップフィルター 直径15cm ノイズ防止 録音品質向上 ポップスクリーン ポ�","1","amazon.jp","Amazon","","埼玉県","341-005","","617","62","0","0","0","0","-7","0","0","0","0","-419","0","0","253"
"2025/11/11 6:00:47 JST","12187123463","注文","250-7877100-8998266","Sport-Ball-Black","バランスボール 65cm - エクササイズボール トレーニング用 フィットネスボール ヨガボール アンチバースト ハ�","1","amazon.jp","Amazon","","静岡県","435-005","","1,226","123","0","0","0","0","-13","0","0","0","0","-485","0","0","851"
"2025/11/11 6:11:05 JST","12187123463","注文","249-2152950-1612634","Home-Fmat39BK","キッチンマット、多目的スタンディングマット 50x100cm 台所マット 19mm 分厚い - オフィス・車庫での快適さ - 滑�","1","amazon.jp","Amazon","","東京都","180-000","","2,715","272","0","0","0","0","-30","0","0","0","0","-1,100","0","0","1,857"
"2025/11/11 6:28:38 JST","12187123463","注文","503-4018732-5962207","Sport-Ball-Black","バランスボール 65cm - エクササイズボール トレーニング用 フィットネスボール ヨガボール アンチバースト ハ�","1","amazon.jp","Amazon","","北海道","005-086","","1,226","123","0","0","0","0","-13","0","0","0","0","-485","0","0","851"
"2025/11/11 7:51:09 JST","12187123463","注文","503-3505469-0607005","KnBraces-GY-S","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon",",","北海道","085-082","","317","31","0","0","0","0","-7","0","0","0","-60","-252","0","0","29"
"2025/11/11 7:51:09 JST","12187123463","注文","503-3505469-0607005","KnBraces-GY-S","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon",",","北海道","085-082","","318","32","0","0","0","0","-7","0","0","0","0","-252","0","0","91"
"2025/11/11 10:50:53 JST","12187123463","注文","249-5593891-6735852","KND-Bottles-6pcs","ガラス製ウォーターボトル 水筒 532ml ガラス 水筒 のクリアウォーターボトル 6本セット、ステンレス製密閉キャ","1","amazon.jp","Amazon","","静岡県","437-020","","1,999","200","139","14","0","0","-22","-139","-14","0","0","-514","0","0","1,663"
"2025/11/11 12:20:25 JST","12187123463","注文","503-4286826-8292602","KnBraces-2BK-M","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon","","京都府","612-843","","635","64","0","0","0","0","-7","0","0","0","0","-252","0","0","440"
"2025/11/11 15:12:09 JST","12187123463","注文","250-5464689-4143848","KnBraces-GY-XS","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon","","香川県","760-007","","363","36","0","0","0","0","-8","0","0","0","0","-252","0","0","139"
"2025/11/11 15:24:15 JST","12187123463","注文","250-2521968-8727068","KnBraces-GY-M","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon","","鹿児島県","899-410","","454","45","0","0","0","0","-5","0","0","0","0","-252","0","0","242"
"2025/11/11 15:24:15 JST","12187123463","注文","250-2521968-8727068","KnBraces-GY-M","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon","","鹿児島県","899-410","","454","46","0","0","0","0","-5","0","0","0","0","-252","0","0","243"
"2025/11/11 15:24:15 JST","12187123463","注文","250-2521968-8727068","KnBraces-GY-M","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon","","鹿児島県","899-410","","453","45","0","0","0","0","-5","0","0","0","0","-252","0","0","241"
"2025/11/11 15:24:15 JST","12187123463","注文","250-2521968-8727068","KnBraces-GY-M","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon","","鹿児島県","899-410","","454","45","0","0","0","0","-5","0","0","0","0","-252","0","0","242"
"2025/11/11 15:41:25 JST","12187123463","注文","250-7948136-0620658","KnBraces-GY-L","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon","","茨城県","319-111","","417","42","0","0","0","0","-5","0","0","0","0","-252","0","0","202"
"2025/11/11 20:08:18 JST","12187123463","注文","249-3539986-3667034","Sport-Ball-Black","バランスボール 65cm - エクササイズボール トレーニング用 フィットネスボール ヨガボール アンチバースト ハ�","1","amazon.jp","Amazon","","青森県","033-002","","1,226","123","0","0","0","0","-13","0","0","0","0","-485","0","0","851"
"2025/11/11 20:39:39 JST","12187123463","注文","249-9335252-3031016","KnBraces-2BK-M","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon","","長野県","389-020","","635","64","0","0","0","0","-7","0","0","0","0","-252","0","0","440"
"2025/11/12 0:05:58 JST","12187123463","注文","503-1262892-3178226","Sport-Ball-Blue","バランスボール 65cm - 妊娠中 ヨガボール 破裂防止 エクササイズボール トレーニング用 フィットネスボール ア�","1","amazon.jp","Amazon","","熊本県","863-000","","1,377","137","227","23","0","0","-15","0","0","0","0","-735","0","0","1,014"
"2025/11/12 0:08:00 JST","12187123463","注文","250-1475041-5907853","KnBraces-GY-XL","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon","","熊本県","861-526","","453","45","0","0","0","0","-10","0","0","0","0","-252","0","0","236"
"2025/11/12 0:08:00 JST","12187123463","注文","250-1475041-5907853","KnBraces-GY-XL","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon","","熊本県","861-526","","454","46","0","0","0","0","-10","0","0","0","0","-252","0","0","238"
"2025/11/12 0:21:38 JST","12187123463","注文","503-4055777-6654267","Home-Fmat39GY","キッチンマット、多目的スタンディングマット 50x100cm 台所マット 19mm 分厚い - オフィス・車庫での快適さ - 滑�","1","amazon.jp","Amazon","","東京都","144-005","","2,542","254","0","0","0","0","-28","0","0","0","0","-1,100","0","0","1,668"
"2025/11/12 4:03:39 JST","12187123463","注文","249-1284388-9215852","KnBraces-GY-XXL","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon","","福岡県","812-004","","454","45","0","0","0","0","-10","0","0","0","0","-252","0","0","237"
"2025/11/12 5:39:48 JST","12187123463","注文","249-8005432-5127062","KnBraces-GY-XXL","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon","","福岡県","812-088","","454","45","0","0","0","0","-10","0","0","0","0","-252","0","0","237"
"2025/11/12 6:04:16 JST","12187123463","注文","250-5699684-0490230","Sport-Ball-Blue","バランスボール 65cm - 妊娠中 ヨガボール 破裂防止 エクササイズボール トレーニング用 フィットネスボール ア�","1","amazon.jp","Amazon","","奈良県","630-810","","1,376","138","0","0","0","0","-15","0","0","0","0","-485","0","0","1,014"
"2025/11/12 7:22:52 JST","12187123463","注文","249-5156884-3495821","KnBraces-GY-L","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon","","兵庫県","651-211","","417","42","0","0","0","0","-5","0","0","0","0","-252","0","0","202"
"2025/11/12 11:00:05 JST","12187123463","注文外料金","","","月額登録料","","Amazon.co.jp","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-1,871","-1,871"
"2025/11/12 12:06:54 JST","12187123463","注文","503-1046863-5392666","KND-OvenMitts","耐熱ミトン 耐熱オーブンミトンセット - シリコン製 | 耐熱グローブ、防水、滑り止め | グリル、バーベキュー�","1","amazon.jp","Amazon","","神奈川県","253-003","","1,355","135","0","0","0","0","-15","0","0","0","0","-485","0","0","990"
"2025/11/12 12:24:45 JST","12187123463","振込み","","","末尾が279のアカウントへ","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-15,417","-15,417"
"2025/11/12 13:43:26 JST","12187123463","注文","250-3957746-2608638","FootBraces-PK-M","足首サポーター かかと サポーター 固定かかとサポーター 捻挫 サポーター 足首 関節を保護する 1組 スポーツ �","1","amazon.jp","Amazon","","岐阜県","502-007","","589","59","139","14","0","0","-6","-139","-14","0","0","-222","0","0","420"
"2025/11/12 15:50:44 JST","12187123463","注文","250-1482218-4483859","KnBraces-GY-XS","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","2","amazon.jp","Amazon","","香川県","760-007","","725","73","0","0","0","0","-16","0","0","0","0","-504","0","0","278"
"2025/11/12 15:50:44 JST","12187123463","注文","250-1482218-4483859","KnBraces-GY-XS","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon","","香川県","760-007","","363","36","0","0","0","0","-8","0","0","0","0","-252","0","0","139"
"2025/11/12 17:11:04 JST","12187123463","注文","250-9350625-6545430","HN-CANU-NNSK","ポップガード 【二重張りメッシュ】ポップフィルター 直径15cm ノイズ防止 録音品質向上 ポップスクリーン ポ�","1","amazon.jp","Amazon","","茨城県","305-003","","617","62","0","0","0","0","-7","0","0","0","0","-419","0","0","253"
"2025/11/12 21:30:48 JST","12187123463","注文","250-2926047-8222231","Sport-Ball-Blue","バランスボール 65cm - 妊娠中 ヨガボール 破裂防止 エクササイズボール トレーニング用 フィットネスボール ア�","1","amazon.jp","Amazon","","Tokyo-to","106-003","","1,376","138","0","0","0","0","-15","0","0","0","0","-485","0","0","1,014"
"2025/11/13 0:05:14 JST","12187123463","注文","503-8349694-7011019","KnBraces-2BK-S","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","2","amazon.jp","Amazon","","千葉県","289-132","","1,089","109","0","0","0","0","-12","0","0","0","0","-504","0","0","682"
"2025/11/13 2:30:34 JST","12187123463","注文","249-6574792-1627041","Bike-SeatCover","自転車シートクッション - パッド入りジェル 幅広調節可能カバー 男女兼用 快適 ペロトン、固定式エクササイ�","1","amazon.jp","Amazon","","埼玉県","350-117","","907","91","0","0","0","0","-10","0","0","0","0","-448","0","0","540"
"2025/11/13 2:38:37 JST","12187123463","調整","249-6434703-2252621","Mic-ShockMounts1","FBA在庫の返金 - 購入者による返品:","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1,253","1,253"
"2025/11/13 3:10:54 JST","12187123463","注文","503-4475131-1501431","KnBraces-2BK-M","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon","","福島県","964-092","","544","55","0","0","0","0","-6","0","0","0","0","-252","0","0","341"
"2025/11/13 3:10:54 JST","12187123463","注文","503-4475131-1501431","KnBraces-GY-M","膝パッド ひざ専用 膝暖めサポーター 膝サポーター GARUET カイロポケット付き膝安定 マラソン/バレーボール/登�","1","amazon.jp","Amazon","","福島県","964-092","","454","45","0","0","0","0","-5","0","0","0","0","-252","0","0","242"
"2025/11/13 3:27:57 JST","12187123463","注文","250-8921456-5266228","Sport-Ball-Blue","バランスボール 65cm - 妊娠中 ヨガボール 破裂防止 エクササイズボール トレーニング用 フィットネスボール ア�","1","amazon.jp","Amazon","","Aichi-ken","441-812","","1,376","138","0","0","0","0","-15","0","0","0","0","-485","0","0","1,014"
"2025/11/13 5:16:28 JST","12187123463","注文","250-9438939-9263843","Sport-Ball-Blue","バランスボール 65cm - 妊娠中 ヨガボール 破裂防止 エクササイズボール トレーニング用 フィットネスボール ア�","1","amazon.jp","Amazon","","岡山県","703-822","","1,376","138","0","0","0","0","-15","0","0","0","0","-485","0","0","1,014"
"2025/11/13 6:19:51 JST","12187123463","注文","503-7202074-2105417","HN-CANU-NNSK","ポップガード 【二重張りメッシュ】ポップフィルター 直径15cm ノイズ防止 録音品質向上 ポップスクリーン ポ�","1","amazon.jp","Amazon","","千葉県","270-131","","617","62","59","6","0","0","-7","-59","-6","0","0","-419","0","0","253"
"2025/11/13 7:50:46 JST","12187123463","注文","250-7142181-8419811","HN-CANU-NNSK","ポップガード 【二重張りメッシュ】ポップフィルター 直径15cm ノイズ防止 録音品質向上 ポップスクリーン ポ�","1","amazon.jp","Amazon","","東京都","184-001","","617","62","209","21","0","0","-7","-209","-21","0","0","-419","0","0","253"
"2025/11/13 8:47:48 JST","12187123463","注文","249-5522218-2591827","Bike-PhoMount","バイク スマホホルダー 自転車 スマホホルダー バイク 携帯ホルダー脱着簡単 対応オートバイ 自転車用携帯電�","1","amazon.jp","Amazon","","愛知県","464-003","","363","36","0","0","0","0","-4","0","0","0","0","-368","0","0","27"
"2025/11/13 8:48:14 JST","12187123463","注文","250-8896328-6159825","Sport-Ball-Black","バランスボール 65cm - エクササイズボール トレーニング用 フィットネスボール ヨガボール アンチバースト ハ�","1","amazon.jp","Amazon","","千葉県","263-000","","1,226","123","0","0","0","0","-13","0","0","0","0","-485","0","0","851"
"2025/11/13 10:30:53 JST","12187123463","注文","503-7938004-2462246","Home-Fmat39BK","キッチンマット、多目的スタンディングマット 50x100cm 台所マット 19mm 分厚い - オフィス・車庫での快適さ - 滑�","1","amazon.jp","Amazon","","北海道","073-013","","2,715","272","0","0","0","0","-30","0","0","0","0","-1,100","0","0","1,857"
