"Includes Amazon Marketplace, Fulfilment by Amazon (FBA) and Amazon Webstore transactions"
"All amounts in AUD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the “Type” and “Description” columns for each order ID."
"date/time","settlement ID","type","order ID","sku","description","quantity","marketplace","fulfilment","order city","order state","order postal","product sales","shipping credits","gift wrap credits","promotional rebates","sales tax collected","low value goods","selling fees","fulfilment by amazon fees","other transaction fees","other","total"
"8 Nov 2025 3:15:52 am GMT+9","12178183403","Order","503-6313598-9145441","CCF-CSH-PltcCtngBrd","Plastic Cutting Board – Reversible Chopping Board with Juice Groove, Flexible Cutting Mat Style, Dishwasher Safe, White/Black","1","amazon.com.au","Amazon","SORRENTO","WA","6020","19.49","0","0","0","0","0","-2.53","-10.14","0","0","6.82"
"8 Nov 2025 8:46:26 am GMT+9","12178183403","Order","503-6266659-0411859","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","MACGREGOR","ACT","2615","15.97","0","0","0","0","0","-2.08","-8.40","0","0","5.49"
"8 Nov 2025 8:50:35 am GMT+9","12178183403","Order","249-8351937-9863808","CCF-CSH2-AlShtPnBkRk-HlfTwn","Stainless Steel Baking Tray and Rack Set – 2 Half Sheet Oven Trays with 2 Cooling Racks for Oven, Durable Bakeware for Baking, Cooking, Grilling, an","1","amazon.com.au","Amazon","HAWKER","ACT","2614","50.21","0","0","0","0","0","-13.06","-14.34","0","0","22.81"
"8 Nov 2025 8:50:35 am GMT+9","12178183403","Order","249-8351937-9863808","CCF-CSH2-AlShtPnBkRk-HlfTwn","Stainless Steel Baking Tray and Rack Set – 2 Half Sheet Oven Trays with 2 Cooling Racks for Oven, Durable Bakeware for Baking, Cooking, Grilling, an","1","amazon.com.au","Amazon","HAWKER","ACT","2614","50.21","0","0","0","0","0","0","-14.34","0","0","35.87"
"8 Nov 2025 4:03:19 pm GMT+9","12178183403","Order","503-2170797-6368668","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","Thornbury","VIC","3071","15.97","0","0","0","0","0","-2.08","-8.40","0","0","5.49"
"8 Nov 2025 5:08:01 pm GMT+9","12178183403","Order","250-6946451-0556603","CCF-CSH-PrPzaCtr","Heavy Duty Pizza Cutter Rocker Blade with Cover – Premium Stainless Steel Pizza Slicer with Protective Sheath, Ergonomic Non-Slip Handle, Dishwasher","1","amazon.com.au","Amazon","Sydenham","Victoria","3037","17.99","0","0","0","0","0","-2.34","-8.40","0","0","7.25"
"8 Nov 2025 9:31:34 pm GMT+9","12178183403","Order","250-3951225-4539822","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","North epping","Nsw","2121","15.97","3.33","0","-3.33","0","0","0","-8.40","0","0","7.57"
"8 Nov 2025 10:54:39 pm GMT+9","12178183403","Order","250-4938768-5012631","CCF-CSH1-PzaCtr-L14","Pizza Cutter Rocker Blade 14"" - Sharp Stainless Steel Rocker Knife with Plastic Blade Sheath, Dishwasher Safe, Outdoor Pizza Oven Accessories (14 inch","1","amazon.com.au","Amazon","MAWSON","ACT","2607","17.99","0","0","0","0","0","-2.34","-8.40","0","0","7.25"
"9 Nov 2025 3:16:18 am GMT+9","12178183403","Order","250-7399507-1338201","CCF-CSH1-PzaCtr-L14","Pizza Cutter Rocker Blade 14"" - Sharp Stainless Steel Rocker Knife with Plastic Blade Sheath, Dishwasher Safe, Outdoor Pizza Oven Accessories (14 inch","1","amazon.com.au","Amazon","KARIONG","NSW","2250","17.99","0","0","0","0","0","-2.34","-8.40","0","0","7.25"
"9 Nov 2025 8:39:16 am GMT+9","12178183403","Order","503-3367957-9006262","CCF-CSH-DghScrpr2","Stainless Steel Dough Scraper with Cover – Versatile Kitchen Tool, Heavy-Duty Bench Scraper & Dough Cutter for Baking, Cooking, Pastry, and Bread Pr","1","amazon.com.au","Amazon","PICNIC POINT","NSW","2213","9.99","0","0","0","0","0","0","-6.72","0","0","3.27"
"9 Nov 2025 9:03:31 am GMT+9","12178183403","Order","503-1910170-6237453","NLK-CSH-Sklt-22","12"" Cast Iron Pan – Heavy-Duty cast Iron Skillet and Deep Frying Pans (2.5"" Deep) – Pre-Seasoned Nonstick Surface for Searing, Baking, Sautéing �","1","amazon.com.au","Amazon","KALLANGUR","QLD","4503","40.21","0","0","0","0","0","-5.23","-11.20","0","0","23.78"
"9 Nov 2025 11:14:23 am GMT+9","12178183403","Order","250-6415073-1365453","CCF-CSH-BkRkHlf2-2pk","Cooling and Roasting Rack Set - 2 Pack Stainless Steel Cooling Racks for Cooking and Baking, 30 x 43cm Oven-Safe Baking Racks, Heavy-Duty Oven Rack fo","1","amazon.com.au","Amazon","CLEAR MOUNTAIN","QLD","4500","31.96","0","0","0","0","0","-4.15","-10.14","0","0","17.67"
"9 Nov 2025 3:05:08 pm GMT+9","12178183403","Order","250-4609947-2266245","6T-GX3J-KT8G","Meat Tenderiser Hammer – Heavy Duty Meat Mallet for Tenderizing Steak, Chicken, Beef & More – Double-Sided Tool with Comfortable Handle for Home K","1","amazon.com.au","Amazon","WERRIBEE","VIC","3030","14.99","0","0","0","0","0","0","-8.40","0","0","6.59"
"9 Nov 2025 3:22:10 pm GMT+9","12178183403","Order","250-6176116-0468620","CCF-CSH-PrPzaCtr","Heavy Duty Pizza Cutter Rocker Blade with Cover – Premium Stainless Steel Pizza Slicer with Protective Sheath, Ergonomic Non-Slip Handle, Dishwasher","1","amazon.com.au","Amazon","FULLERTON COVE","","2318","19.99","3.99","0","0","0","0","0","-12.39","0","0","11.59"
"10 Nov 2025 12:09:25 am GMT+9","12178183403","Order","250-7346848-6256607","CCF-CSH-PzaPel-Xl","Extra Large Pizza Peel with Folding Handle – Heavy-Duty Stainless Steel Pizza Paddle for Effortless Transfer, Perfect Pizza Turning Peel for Outdoor","1","amazon.com.au","Amazon","TERRIGAL","NSW","2260","32.00","0","0","0","0","0","0","-10.65","0","0","21.35"
"10 Nov 2025 4:30:32 am GMT+9","12178183403","Order","503-2587711-2511822","CCF-CSH-DghScrpr2","Stainless Steel Dough Scraper with Cover – Versatile Kitchen Tool, Heavy-Duty Bench Scraper & Dough Cutter for Baking, Cooking, Pastry, and Bread Pr","1","amazon.com.au","Amazon","WAVERLEY","NSW","2024","9.99","3.33","0","-3.33","0","0","0","-6.72","0","0","3.27"
"10 Nov 2025 5:08:07 am GMT+9","12178183403","Order","250-4345953-6407037","CCF-CSH-BkRkHlf2-2pk","Cooling and Roasting Rack Set - 2 Pack Stainless Steel Cooling Racks for Cooking and Baking, 30 x 43cm Oven-Safe Baking Racks, Heavy-Duty Oven Rack fo","1","amazon.com.au","Amazon","PROSPECT","SA","5082","31.96","0","0","0","0","0","0","-10.14","0","0","21.82"
"10 Nov 2025 7:26:51 am GMT+9","12178183403","Order","249-6632227-7283060","6T-GX3J-KT8G","Meat Tenderiser Hammer – Heavy Duty Meat Mallet for Tenderizing Steak, Chicken, Beef & More – Double-Sided Tool with Comfortable Handle for Home K","1","amazon.com.au","Amazon","CAMMERAY","NSW","2062","14.99","0","0","0","0","0","0","-8.40","0","0","6.59"
"10 Nov 2025 8:14:30 am GMT+9","12178183403","Order","250-9231582-2619005","NLK-CSH-Sklt-22","12"" Cast Iron Pan – Heavy-Duty cast Iron Skillet and Deep Frying Pans (2.5"" Deep) – Pre-Seasoned Nonstick Surface for Searing, Baking, Sautéing �","1","amazon.com.au","Amazon","CAMBERWELL","VIC","3124","40.21","0","0","0","0","0","0","-11.20","0","0","29.01"
"10 Nov 2025 8:17:23 am GMT+9","12178183403","Order","503-0453875-7613405","CCF-CSH-BkRkHlf2-2pk","Cooling and Roasting Rack Set - 2 Pack Stainless Steel Cooling Racks for Cooking and Baking, 30 x 43cm Oven-Safe Baking Racks, Heavy-Duty Oven Rack fo","1","amazon.com.au","Amazon","SCARBOROUGH","WA","6019","31.96","0","0","0","0","0","0","-10.14","0","0","21.82"
"10 Nov 2025 8:47:19 am GMT+9","12178183403","Order","503-5610851-3522249","CCF-CSH2-AlShtPnBkRk-HlfTwn","Stainless Steel Baking Tray and Rack Set – 2 Half Sheet Oven Trays with 2 Cooling Racks for Oven, Durable Bakeware for Baking, Cooking, Grilling, an","1","amazon.com.au","Amazon","MOSMAN","NSW","2088","50.21","3.99","0","-3.99","0","0","0","-14.34","0","0","35.87"
"10 Nov 2025 1:16:56 pm GMT+9","12178183403","Order","250-0729331-5035852","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","NARRE WARREN SOUTH","VIC","3805","15.97","0","0","0","0","0","0","-8.40","0","0","7.57"
"10 Nov 2025 6:05:23 pm GMT+9","12178183403","Adjustment","249-6261988-0956669","CCF-CSH2-AlShtPnBkRk-HlfTwn","FBA Inventory Reimbursement - Customer Return","1","","","","","","0","0","0","0","0","0","0","0","0","37.17","37.17"
"11 Nov 2025 12:10:09 am GMT+9","12178183403","Order","249-7444402-9967821","CCF-CSH-IceCrmScp","Durable Ice Cream Scoop with Ergonomic Handle – Heavy-Duty Aluminium Icecream Scoop for Effortless Serving of Frozen Desserts, Sorbet, Gelato & More","1","amazon.com.au","Amazon","SADLEIR","NSW","2168","9.99","0","0","0","0","0","0","-6.46","0","0","3.53"
"11 Nov 2025 12:56:26 am GMT+9","12178183403","Order","503-5576349-8121449","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","FINLEY","NSW","2713","15.97","0","0","0","0","0","0","-8.40","0","0","7.57"
"11 Nov 2025 3:50:27 am GMT+9","12178183403","Order","249-7414570-3284616","NLK-CSH-Sklt-22","12"" Cast Iron Pan – Heavy-Duty cast Iron Skillet and Deep Frying Pans (2.5"" Deep) – Pre-Seasoned Nonstick Surface for Searing, Baking, Sautéing �","1","amazon.com.au","Amazon","Condon","Queensland","4815","40.21","3.33","0","-3.33","0","0","-5.23","-11.20","0","0","23.78"
"11 Nov 2025 4:02:01 am GMT+9","12178183403","Order","249-3938519-4939010","CCF-CSH2-AlShtPnBkRk-HlfTwn","Stainless Steel Baking Tray and Rack Set – 2 Half Sheet Oven Trays with 2 Cooling Racks for Oven, Durable Bakeware for Baking, Cooking, Grilling, an","1","amazon.com.au","Amazon","KINGSFORD","NSW","2032","50.21","1.00","0","-1.00","0","0","0","-14.34","0","0","35.87"
"11 Nov 2025 5:20:35 pm GMT+9","12178183403","Order","250-7287706-1529400","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","GOLDEN BEACH","QLD","4551","15.97","0","0","0","0","0","0","-8.40","0","0","7.57"
"12 Nov 2025 1:57:41 am GMT+9","12178183403","Order","503-3606455-4039002","CCF-CSH-TstrPn5pcs","5-Piece Nonstick Bakeware Set for Toaster & Convection Ovens – Includes Baking Trays, Cooling Rack & Silicone Mats – Compact Baking Tray Set for S","1","amazon.com.au","Amazon","POINT COOK","VIC","3030","24.99","0","0","0","0","0","0","-9.12","0","0","15.87"
"12 Nov 2025 7:08:43 am GMT+9","12178183403","Order","249-3755348-5867063","N9-I4FJ-SD05","3-Tier Ceramic Cupcake Holder, Cake Stand Holder, Tiered DIY Cupcake Stand Tower for Dessert Table Displays, Birthday Theme Party Favors Decoration, F","1","amazon.com.au","Amazon","GLEN IRIS","VIC","3146","17.99","4.00","0","0","0","0","0","-15.78","0","0","6.21"
"12 Nov 2025 2:16:55 pm GMT+9","12178183403","Fulfilment by Amazon inventory fee","","","FBA Amazon-Partnered Carrier Shipment Fee","","Amazon.com.au","","","","","0","0","0","0","0","0","0","0","0","-164.67","-164.67"
"12 Nov 2025 2:18:50 pm GMT+9","12178183403","Fulfilment by Amazon inventory fee","","","FBA Amazon-Partnered Carrier Shipment Fee","","Amazon.com.au","","","","","0","0","0","0","0","0","0","0","0","-164.67","-164.67"
"12 Nov 2025 4:48:55 pm GMT+9","12178183403","Order","503-1256946-5056642","CCF-CSH-TstrPn5pcs","5-Piece Nonstick Bakeware Set for Toaster & Convection Ovens – Includes Baking Trays, Cooling Rack & Silicone Mats – Compact Baking Tray Set for S","1","amazon.com.au","Amazon","Clyde","Victoria","3978","24.99","7.99","0","0","0","0","0","-17.11","0","0","15.87"
"12 Nov 2025 9:56:15 pm GMT+9","12178183403","Order","250-3474150-7559837","6T-GX3J-KT8G","Meat Tenderiser Hammer – Heavy Duty Meat Mallet for Tenderizing Steak, Chicken, Beef & More – Double-Sided Tool with Comfortable Handle for Home K","1","amazon.com.au","Amazon","woy woy","nsw","2256","14.99","0","0","0","0","0","0","-8.40","0","0","6.59"
"13 Nov 2025 12:26:21 am GMT+9","12178183403","Order","250-8579412-8387810","CCF-CSH-PzaPel","Large Pizza Peel with Folding Handle – Durable Stainless Steel Pizza Paddle for Easy Transfer, Perfect Pizza Turning Peel for Outdoor Pizza Ovens an","1","amazon.com.au","Amazon","CHAMBERS FLAT","QLD","4133","22.41","0","0","0","0","0","0","-10.65","0","0","11.76"
"13 Nov 2025 2:48:04 am GMT+9","12178183403","Order","249-3466005-7281412","CCF-CSH2-AlShtPnBkRk-HlfTwn","Stainless Steel Baking Tray and Rack Set – 2 Half Sheet Oven Trays with 2 Cooling Racks for Oven, Durable Bakeware for Baking, Cooking, Grilling, an","1","amazon.com.au","Amazon","EPSOM","VIC","3551","50.21","0","0","0","0","0","0","-14.34","0","0","35.87"
"13 Nov 2025 4:20:59 am GMT+9","12178183403","Order","503-4248927-4487033","CCF-CSH1-PzaCtr-L14","Pizza Cutter Rocker Blade 14"" - Sharp Stainless Steel Rocker Knife with Plastic Blade Sheath, Dishwasher Safe, Outdoor Pizza Oven Accessories (14 inch","1","amazon.com.au","Amazon","MAROOCHYDORE","QLD","4558","17.99","0","0","0","0","0","0","-8.40","0","0","9.59"
"13 Nov 2025 4:33:01 am GMT+9","12178183403","Order","250-2607626-2751852","CCF-CSH2-AlShtPnBkRk-HlfTwn","Stainless Steel Baking Tray and Rack Set – 2 Half Sheet Oven Trays with 2 Cooling Racks for Oven, Durable Bakeware for Baking, Cooking, Grilling, an","1","amazon.com.au","Amazon","mawson lakes","South australia","5095","50.21","7.99","0","-7.99","0","0","0","-14.34","0","0","35.87"
"13 Nov 2025 7:44:22 am GMT+9","12178183403","Order","250-9627381-6959856","CCF-CSH2-AlShtPnBkRk-HlfTwn","Stainless Steel Baking Tray and Rack Set – 2 Half Sheet Oven Trays with 2 Cooling Racks for Oven, Durable Bakeware for Baking, Cooking, Grilling, an","1","amazon.com.au","Amazon","CRYSTAL BROOK","SA","5523","50.21","0","0","0","0","0","0","-14.34","0","0","35.87"
"13 Nov 2025 8:39:26 am GMT+9","12178183403","Order","249-4703470-9939060","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","VAUCLUSE","NSW","2030","15.97","0","0","0","0","0","0","-8.40","0","0","7.57"
"13 Nov 2025 5:12:35 pm GMT+9","12187095163","Order","250-5595787-2269435","NLK-CSH-Sklt-22","12"" Cast Iron Pan – Heavy-Duty cast Iron Skillet and Deep Frying Pans (2.5"" Deep) – Pre-Seasoned Nonstick Surface for Searing, Baking, Sautéing �","1","amazon.com.au","Amazon","SOUTH YARRA","VIC","3141","40.21","4.99","0","-4.99","0","0","0","-11.20","0","0","29.01"
"13 Nov 2025 10:21:06 pm GMT+9","12187095163","Order","249-1790155-1363851","N9-I4FJ-SD05","3-Tier Ceramic Cupcake Holder, Cake Stand Holder, Tiered DIY Cupcake Stand Tower for Dessert Table Displays, Birthday Theme Party Favors Decoration, F","1","amazon.com.au","Amazon","BARRACK HEIGHTS","NSW","2528","17.99","2.25","0","-2.25","0","0","0","-11.78","0","0","6.21"
"13 Nov 2025 11:17:36 pm GMT+9","12187095163","Order","249-3327944-6835054","CCF-CSH-PltcCtngBrd","Plastic Cutting Board – Reversible Chopping Board with Juice Groove, Flexible Cutting Mat Style, Dishwasher Safe, White/Black","1","amazon.com.au","Amazon","MILTON","QLD","4064","19.49","0","0","0","0","0","0","-10.14","0","0","9.35"
"14 Nov 2025 2:12:45 am GMT+9","12187095163","Order","250-1632676-9814228","CCF-CSH-MzlnaChprCtngBrd2","Mezzaluna Chopper with Cutting Board Set – Sharp Mezzaluna Knife, Sturdy Chopping Board & Protective Cover – Designed for Quick Herb & Veggie Prep","1","amazon.com.au","Amazon","CARRUM","VIC","3197","23.99","0","0","0","0","0","0","-10.65","0","0","13.34"
"14 Nov 2025 4:08:44 am GMT+9","12187095163","Order","503-6774807-2875060","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","BOTANY","NSW","2019","15.97","1.14","0","-1.14","0","0","0","-8.40","0","0","7.57"
"14 Nov 2025 4:45:32 am GMT+9","12187095163","Order","503-1678776-5862268","NLK-CSH-Sklt-22","12"" Cast Iron Pan – Heavy-Duty cast Iron Skillet and Deep Frying Pans (2.5"" Deep) – Pre-Seasoned Nonstick Surface for Searing, Baking, Sautéing �","1","amazon.com.au","Amazon","ELWOOD","VIC","3184","40.21","5.00","0","-5.00","0","0","0","-11.20","0","0","29.01"
"14 Nov 2025 6:57:57 am GMT+9","12187095163","Order","503-8769174-1397403","CCF-CSH-PzaPel-Xl","Extra Large Pizza Peel with Folding Handle – Heavy-Duty Stainless Steel Pizza Paddle for Effortless Transfer, Perfect Pizza Turning Peel for Outdoor","1","amazon.com.au","Amazon","STRATHFIELDSAYE","VIC","3551","32.00","0","0","0","0","0","0","-10.65","0","0","21.35"
"14 Nov 2025 7:05:32 am GMT+9","12187095163","Order","503-0422865-9799836","CCF-CSH-PzaPel","Large Pizza Peel with Folding Handle – Durable Stainless Steel Pizza Paddle for Easy Transfer, Perfect Pizza Turning Peel for Outdoor Pizza Ovens an","1","amazon.com.au","Amazon","CANNONVALE","QLD","4802","22.41","0","0","0","0","0","-2.91","-10.65","0","0","8.85"
"14 Nov 2025 7:05:53 am GMT+9","12187095163","Order","249-5528485-9687023","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","DARLING HEIGHTS","QLD","4350","15.97","0","0","0","0","0","0","-8.40","0","0","7.57"
"14 Nov 2025 8:22:25 am GMT+9","12187095163","Order","250-8183991-2774229","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","Brighton","Victoria","3186","15.97","0","0","0","0","0","0","-8.40","0","0","7.57"
"14 Nov 2025 8:29:10 am GMT+9","12187095163","Order","249-1781060-9702229","CCF-CSH-DghScrpr2","Stainless Steel Dough Scraper with Cover – Versatile Kitchen Tool, Heavy-Duty Bench Scraper & Dough Cutter for Baking, Cooking, Pastry, and Bread Pr","1","amazon.com.au","Amazon","CONNEWARRE","VIC","3227","9.99","2.25","0","-2.25","0","0","0","-6.72","0","0","3.27"
"14 Nov 2025 9:20:41 am GMT+9","12187095163","Order","249-2409943-1667035","CCF-CSH1-PzaCtr-L14","Pizza Cutter Rocker Blade 14"" - Sharp Stainless Steel Rocker Knife with Plastic Blade Sheath, Dishwasher Safe, Outdoor Pizza Oven Accessories (14 inch","1","amazon.com.au","Amazon","SOUTH MACLEAN","QLD","4280","17.99","0","0","0","0","0","0","-8.40","0","0","9.59"
"14 Nov 2025 12:57:40 pm GMT+9","12187095163","Transfer","","","To account ending with: 088","","","","","","","0","0","0","0","0","0","0","0","0","-2,655.68","-2,655.68"
"14 Nov 2025 3:22:12 pm GMT+9","12187095163","Order","503-7404589-3338216","CCF-CSH-BkRkHlf2-2pk","Cooling and Roasting Rack Set - 2 Pack Stainless Steel Cooling Racks for Cooking and Baking, 30 x 43cm Oven-Safe Baking Racks, Heavy-Duty Oven Rack fo","1","amazon.com.au","Amazon","HARRINGTON PARK","NSW","2567","31.96","0","0","0","0","0","0","-10.14","0","0","21.82"
"14 Nov 2025 9:39:03 pm GMT+9","12187095163","Order","250-2456392-3599825","N9-I4FJ-SD05","3-Tier Ceramic Cupcake Holder, Cake Stand Holder, Tiered DIY Cupcake Stand Tower for Dessert Table Displays, Birthday Theme Party Favors Decoration, F","1","amazon.com.au","Amazon","West pennant hills","NSW","2125","17.99","0","0","0","0","0","0","-11.78","0","0","6.21"
"14 Nov 2025 9:55:57 pm GMT+9","12187095163","Order","503-1699879-2535062","CCF-CSH-PzaPel","Large Pizza Peel with Folding Handle – Durable Stainless Steel Pizza Paddle for Easy Transfer, Perfect Pizza Turning Peel for Outdoor Pizza Ovens an","1","amazon.com.au","Amazon","COLLAROY","NSW","2097","22.41","0","0","0","0","0","0","-10.65","0","0","11.76"
"14 Nov 2025 10:20:56 pm GMT+9","12187095163","Order","250-3771333-7402266","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","Carrum","Victoria","3197","15.97","0","0","0","0","0","0","-8.40","0","0","7.57"
"14 Nov 2025 11:29:15 pm GMT+9","12187095163","Order","249-2879204-7656635","NLK-CSH-Sklt-22","12"" Cast Iron Pan – Heavy-Duty cast Iron Skillet and Deep Frying Pans (2.5"" Deep) – Pre-Seasoned Nonstick Surface for Searing, Baking, Sautéing �","1","amazon.com.au","Amazon","QUEENSCLIFF","NSW","2096","40.21","1.00","0","0","0","0","0","-12.20","0","0","29.01"
"14 Nov 2025 11:55:53 pm GMT+9","12187095163","Order","503-1167178-8158221","CCF-CSH-BkRkHlf2-2pk","Cooling and Roasting Rack Set - 2 Pack Stainless Steel Cooling Racks for Cooking and Baking, 30 x 43cm Oven-Safe Baking Racks, Heavy-Duty Oven Rack fo","1","amazon.com.au","Amazon","TUGUN","QLD","4224","31.96","0","0","0","0","0","0","-10.14","0","0","21.82"
"15 Nov 2025 3:10:04 am GMT+9","12187095163","Order","250-8660567-2526221","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","Toronto","NSW","2283","15.97","0","0","0","0","0","0","-8.40","0","0","7.57"
"15 Nov 2025 3:36:54 am GMT+9","12187095163","Order","249-9960593-5287023","CCF-CSH4-AlShtPnBkRk-HlfTwn","Stainless Steel Baking Tray with Cooling Rack – 1 Quarter Sheet Oven Tray and 1 Wire Rack for Oven, Durable Bakeware for Baking, Cooking, Grilling,","1","amazon.com.au","Amazon","ENMORE","NSW","2042","34.99","3.33","0","-3.33","0","0","0","-10.14","0","0","24.85"
"15 Nov 2025 6:20:25 am GMT+9","12187095163","Order","250-9484895-5111835","CCF-CSH-PzaPel-Xl","Extra Large Pizza Peel with Folding Handle – Heavy-Duty Stainless Steel Pizza Paddle for Effortless Transfer, Perfect Pizza Turning Peel for Outdoor","1","amazon.com.au","Amazon","BROWNS PLAINS","QLD","4118","32.00","2.66","0","-2.66","0","0","0","-10.65","0","0","21.35"
"15 Nov 2025 8:03:03 am GMT+9","12187095163","Order","250-8632770-2855840","N9-I4FJ-SD05","3-Tier Ceramic Cupcake Holder, Cake Stand Holder, Tiered DIY Cupcake Stand Tower for Dessert Table Displays, Birthday Theme Party Favors Decoration, F","1","amazon.com.au","Amazon","RYDE","NSW","2112","17.99","0","0","0","0","0","0","-11.78","0","0","6.21"
"15 Nov 2025 9:14:08 am GMT+9","12187095163","Order","503-8428310-8321435","CCF-CSH1-PzaCtr-L14","Pizza Cutter Rocker Blade 14"" - Sharp Stainless Steel Rocker Knife with Plastic Blade Sheath, Dishwasher Safe, Outdoor Pizza Oven Accessories (14 inch","1","amazon.com.au","Amazon","CLYDE NORTH","VIC","3978","17.99","0","0","0","0","0","0","-8.40","0","0","9.59"
"16 Nov 2025 12:25:00 am GMT+9","12187095163","Order","503-9917822-0703056","CCF-CSH-PzaPel-Xl","Extra Large Pizza Peel with Folding Handle – Heavy-Duty Stainless Steel Pizza Paddle for Effortless Transfer, Perfect Pizza Turning Peel for Outdoor","1","amazon.com.au","Amazon","CRANBOURNE","VIC","3977","32.00","0","0","0","0","0","0","-10.65","0","0","21.35"
"16 Nov 2025 3:30:34 am GMT+9","12187095163","Order","503-1832570-8419863","CCF-CSH-BkRkHlf2-2pk","Cooling and Roasting Rack Set - 2 Pack Stainless Steel Cooling Racks for Cooking and Baking, 30 x 43cm Oven-Safe Baking Racks, Heavy-Duty Oven Rack fo","1","amazon.com.au","Amazon","FARMBOROUGH HEIGHTS","NSW","2526","31.96","0","0","0","0","0","0","-10.14","0","0","21.82"
"16 Nov 2025 6:20:40 am GMT+9","12187095163","Order","249-3669858-7427031","6T-GX3J-KT8G","Meat Tenderiser Hammer – Heavy Duty Meat Mallet for Tenderizing Steak, Chicken, Beef & More – Double-Sided Tool with Comfortable Handle for Home K","1","amazon.com.au","Amazon","BONDI JUNCTION","NSW","2022","14.99","3.99","0","-3.99","0","0","0","-8.40","0","0","6.59"
"16 Nov 2025 7:32:48 am GMT+9","12187095163","Order","250-5803712-0287022","NLK-CSH-Sklt-22","12"" Cast Iron Pan – Heavy-Duty cast Iron Skillet and Deep Frying Pans (2.5"" Deep) – Pre-Seasoned Nonstick Surface for Searing, Baking, Sautéing �","1","amazon.com.au","Amazon","LUTWYCHE","QLD","4030","40.21","0","0","0","0","0","0","-11.20","0","0","29.01"
"16 Nov 2025 8:44:32 am GMT+9","12187095163","Order","250-6409842-7291861","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","BELROSE","NSW","2085","15.97","0","0","0","0","0","0","-8.40","0","0","7.57"
"16 Nov 2025 11:01:45 am GMT+9","12187095163","Order","249-7529944-6492616","NLK-CSH-Sklt-22","12"" Cast Iron Pan – Heavy-Duty cast Iron Skillet and Deep Frying Pans (2.5"" Deep) – Pre-Seasoned Nonstick Surface for Searing, Baking, Sautéing �","1","amazon.com.au","Amazon","CRAIGMORE","SA","5114","40.21","0","0","0","0","0","0","-11.20","0","0","29.01"
